Date	Price	Open	High	Low	Vol.	Change %
1-Nov-17	54.3	54.65	55.22	53.89	671.04K	-0.15
31-Oct-17	54.38	54.08	54.85	53.93	497.30K	0.42
30-Oct-17	54.15	54.16	54.46	53.75	565.04K	0.46
27-Oct-17	53.9	52.8	54.2	52.25	730.92K	2.39
26-Oct-17	52.64	52.19	52.86	51.91	594.65K	0.88
25-Oct-17	52.18	52.56	52.57	51.89	681.74K	-0.55
24-Oct-17	52.47	51.89	52.62	51.55	709.55K	1.1
23-Oct-17	51.9	52.07	52.3	51.68	583.56K	0.84
20-Oct-17	51.47	51.42	51.73	50.7	32.96K	0.35
19-Oct-17	51.29	52.05	52.17	51.07	127.41K	-1.44
18-Oct-17	52.04	51.94	52.33	51.69	152.62K	0.31
17-Oct-17	51.88	51.93	52.25	51.21	471.61K	0.02
16-Oct-17	51.87	51.43	52.37	51.35	520.73K	0.82
13-Oct-17	51.45	50.73	51.72	50.7	667.50K	1.68
12-Oct-17	50.6	51	51.13	50.15	729.27K	-1.36
11-Oct-17	51.3	50.94	51.42	50.61	651.95K	0.75
10-Oct-17	50.92	49.55	51.06	49.54	664.84K	2.7
9-Oct-17	49.58	49.25	49.79	49.13	505.08K	0.59
6-Oct-17	49.29	50.75	50.82	49.1	743.11K	-2.95
5-Oct-17	50.79	49.88	51.22	49.85	654.39K	1.62
4-Oct-17	49.98	50.16	50.67	49.76	598.84K	-0.87
3-Oct-17	50.42	50.59	50.73	50.14	462.74K	-0.32
2-Oct-17	50.58	51.64	51.71	50.07	600.93K	-2.11
29-Sep-17	51.67	51.58	51.77	51.25	551.98K	0.21
28-Sep-17	51.56	52.05	52.86	51.22	801.82K	-1.11
27-Sep-17	52.14	52.09	52.34	51.63	637.04K	0.5
26-Sep-17	51.88	52.12	52.43	51.43	709.52K	-0.65
25-Sep-17	52.22	50.68	52.28	50.39	701.24K	3.08
22-Sep-17	50.66	50.73	50.78	50.29	473.80K	0.22
21-Sep-17	50.55	50.72	50.81	50.07	580.57K	0.28
20-Sep-17	50.41	49.84	50.65	49.75	35.49K	1.88
19-Sep-17	49.48	49.91	50.42	49.33	143.38K	-0.86
18-Sep-17	49.91	49.85	50.33	49.19	189.61K	0.04
15-Sep-17	49.89	49.72	50.13	49.41	433.60K	0
14-Sep-17	49.89	49.31	50.5	49.15	709.04K	1.2
13-Sep-17	49.3	48.34	49.4	48.12	706.93K	2.22
12-Sep-17	48.23	48.12	48.44	47.73	676.04K	0.33
11-Sep-17	48.07	47.58	48.27	47	774.47K	1.24
8-Sep-17	47.48	49.09	49.26	47.27	843.76K	-3.28
7-Sep-17	49.09	49.14	49.33	48.63	702.51K	-0.14
6-Sep-17	49.16	48.59	49.42	48.52	788.96K	1.03
5-Sep-17	48.66	47.28	48.98	47.15	1.03M	2.64
4-Sep-17	47.41	47.31	47.66	47.16	0	0.19
3-Sep-17	47.32	47.31	47.42	47.3	0	0.06
1-Sep-17	47.29	47.08	47.35	46.56	742.81K	0.13
31-Aug-17	47.23	45.95	47.47	45.58	915.71K	2.76
30-Aug-17	45.96	46.31	46.72	45.84	882.98K	-1.03
29-Aug-17	46.44	46.86	46.96	45.76	895.64K	-0.28
28-Aug-17	46.57	47.89	48.2	46.15	921.29K	-2.72
25-Aug-17	47.87	47.62	47.91	47.39	646.52K	0.93
24-Aug-17	47.43	48.36	48.43	47.06	831.36K	-2.02
23-Aug-17	48.41	47.64	48.5	47.53	701.69K	1.62
22-Aug-17	47.64	47.45	48.03	47.2	38.40K	0.57
21-Aug-17	47.37	48.72	48.75	47.03	129.19K	-2.35
18-Aug-17	48.51	46.93	48.74	46.78	253.07K	3.02
17-Aug-17	47.09	46.8	47.19	46.46	608.31K	0.66
16-Aug-17	46.78	47.72	47.99	46.67	815.54K	-1.62
15-Aug-17	47.55	47.49	47.9	47.02	770.36K	-0.08
14-Aug-17	47.59	48.79	49.16	47.43	763.24K	-2.52
11-Aug-17	48.82	48.52	48.98	47.98	804.24K	0.47
10-Aug-17	48.59	49.68	50.22	48.35	1.14M	-1.96
9-Aug-17	49.56	49	49.72	48.9	858.25K	0.79
8-Aug-17	49.17	49.31	49.79	48.86	924.24K	-0.45
7-Aug-17	49.39	49.59	49.73	48.54	831.37K	-0.38
4-Aug-17	49.58	48.95	49.64	48.5	745.66K	1.12
3-Aug-17	49.03	49.59	49.96	48.78	837.76K	-1.13
2-Aug-17	49.59	48.8	49.65	48.55	847.72K	0.87
1-Aug-17	49.16	50.21	50.43	48.37	1.01M	-2.01
31-Jul-17	50.17	49.85	50.41	49.18	781.54K	0.93
28-Jul-17	49.71	49.17	49.81	48.86	771.23K	1.37
27-Jul-17	49.04	48.7	49.24	48.25	880.76K	0.59
26-Jul-17	48.75	48.51	48.87	47.86	887.86K	1.8
25-Jul-17	47.89	46.46	48.66	46.38	885.70K	3.34
24-Jul-17	46.34	45.62	46.53	45.4	707.91K	1.25
21-Jul-17	45.77	46.91	47.21	45.54	769.44K	-2.18
20-Jul-17	46.79	47.09	47.55	46.66	23.24K	-0.7
19-Jul-17	47.12	46.25	47.26	46.14	140.68K	1.55
18-Jul-17	46.4	45.99	46.92	45.81	208.42K	0.83
17-Jul-17	46.02	46.68	46.88	45.89	560.63K	-1.12
14-Jul-17	46.54	46.08	46.74	45.8	742.90K	1
13-Jul-17	46.08	45.44	46.28	44.99	748.97K	1.3
12-Jul-17	45.49	45.74	46.48	45.11	963.51K	1
11-Jul-17	45.04	44.58	45.81	43.83	1.01M	1.44
10-Jul-17	44.4	44.35	44.84	43.65	848.57K	0.38
7-Jul-17	44.23	45.35	45.42	43.78	975.91K	-2.83
6-Jul-17	45.52	45.65	46.53	45.18	969.68K	0.86
5-Jul-17	45.13	47.04	47.32	44.51	1.17M	-4.24
4-Jul-17	47.13	47.06	47.31	46.74	0	0.13
3-Jul-17	47.07	46.28	47.1	45.92	517.62K	2.24
30-Jun-17	46.04	44.89	46.35	44.88	677.41K	2.47
29-Jun-17	44.93	44.89	45.45	44.65	768.95K	0.42
28-Jun-17	44.74	43.7	44.9	43.67	753.38K	1.13
27-Jun-17	44.24	43.49	44.44	43.32	759.12K	1.98
26-Jun-17	43.38	43.16	43.65	42.63	661.35K	0.86
23-Jun-17	43.01	42.8	43.2	42.53	690.91K	0.63
22-Jun-17	42.74	42.55	43.32	42.26	668.83K	0.49
21-Jun-17	42.53	43.38	44.2	42.05	1.07M	-1.62
20-Jun-17	43.23	44.11	44.4	42.75	29.57K	-2.19
19-Jun-17	44.2	44.68	45.06	44.05	123.94K	-1.21
16-Jun-17	44.74	44.25	44.94	44.24	191.82K	0.63
15-Jun-17	44.46	44.69	44.81	44.22	500.94K	-0.6
14-Jun-17	44.73	45.94	46.49	44.54	924.41K	-3.72
13-Jun-17	46.46	46.01	46.57	45.56	783.32K	0.82
12-Jun-17	46.08	45.8	46.71	45.66	666.77K	0.55
9-Jun-17	45.83	45.71	46.18	45.27	735.93K	0.42
8-Jun-17	45.64	45.85	46.18	45.2	927.70K	-0.17
7-Jun-17	45.72	47.98	48.23	45.65	1.18M	-5.13
6-Jun-17	48.19	47.4	48.4	46.94	825.06K	1.67
5-Jun-17	47.4	47.71	48.42	46.86	710.20K	-0.55
2-Jun-17	47.66	48.04	48.19	46.74	802.66K	-1.45
1-Jun-17	48.36	48.63	49.17	47.9	774.48K	0.08
31-May-17	48.32	49.65	49.71	47.73	779.14K	-2.7
30-May-17	49.66	49.93	50.28	49.03	663.49K	-0.62
29-May-17	49.97	49.95	50.29	49.52	0	0.06
28-May-17	49.94	49.93	50.04	49.85	0	0.28
26-May-17	49.8	48.75	49.94	48.18	763.92K	1.84
25-May-17	48.9	51.25	52	48.45	1.15M	-4.79
24-May-17	51.36	51.44	51.88	51.03	736.34K	-0.21
23-May-17	51.47	51.04	51.79	50.57	584.14K	1.46
22-May-17	50.73	50.6	51.06	50.44	30.01K	0.79
19-May-17	50.33	49.28	50.53	49.28	146.45K	1.99
18-May-17	49.35	48.93	49.6	48.05	242.75K	0.57
17-May-17	49.07	48.23	49.5	48.03	650.11K	0.84
16-May-17	48.66	48.82	49.38	48.17	589.21K	-0.39
15-May-17	48.85	47.85	49.66	47.75	687.15K	2.11
12-May-17	47.84	47.81	48.07	47.35	537.49K	0.02
11-May-17	47.83	47.39	48.22	47.34	661.78K	1.06
10-May-17	47.33	46.18	47.78	46.01	819.80K	3.16
9-May-17	45.88	46.49	46.78	45.53	701.94K	-1.18
8-May-17	46.43	46.35	46.98	45.73	785.06K	0.45
5-May-17	46.22	45.51	46.68	43.76	1.02M	1.54
4-May-17	45.52	47.6	47.75	45.29	943.96K	-4.81
3-May-17	47.82	48.12	48.23	47.3	691.32K	0.34
2-May-17	47.66	48.78	49.28	47.35	702.38K	-2.42
1-May-17	48.84	49.17	49.32	48.59	364.39K	-0.99
28-Apr-17	49.33	49.27	49.76	48.8	633.99K	0.74
27-Apr-17	48.97	49.22	49.43	48.2	771.19K	-1.31
26-Apr-17	49.62	49.36	50.2	48.94	655.72K	0.12
25-Apr-17	49.56	49.22	49.83	48.87	587.24K	0.67
24-Apr-17	49.23	49.68	50.22	49.03	517.90K	-0.79
21-Apr-17	49.62	50.71	50.93	49.2	687.47K	-1.29
20-Apr-17	50.27	50.63	50.97	50.18	33.75K	-0.34
19-Apr-17	50.44	52.36	52.65	50.09	133.17K	-3.76
18-Apr-17	52.41	52.75	52.85	52.1	202.04K	-0.46
17-Apr-17	52.65	52.97	53.21	52.55	326.34K	-1
13-Apr-17	53.18	52.85	53.39	52.82	480.84K	0.13
12-Apr-17	53.11	53.4	53.76	52.71	629.81K	-0.54
11-Apr-17	53.4	53.13	53.45	52.7	598.00K	0.6
10-Apr-17	53.08	52.31	53.18	52.29	565.44K	1.61
7-Apr-17	52.24	51.7	52.94	51.49	796.44K	1.04
6-Apr-17	51.7	50.8	51.82	50.77	473.02K	1.08
5-Apr-17	51.15	51.18	51.88	50.74	651.40K	0.24
4-Apr-17	51.03	50.24	51.3	49.88	532.05K	1.57
3-Apr-17	50.24	50.69	50.83	50.12	440.72K	-0.71
31-Mar-17	50.6	50.32	50.85	49.9	527.61K	0.5
30-Mar-17	50.35	49.6	50.47	49.27	580.67K	1.7
29-Mar-17	49.51	48.47	49.63	48.38	548.62K	2.36
28-Mar-17	48.37	47.89	48.74	47.8	502.38K	1.34
27-Mar-17	47.73	48.12	48.28	47.08	466.18K	-0.5
24-Mar-17	47.97	47.67	48.2	47.54	421.03K	0.57
23-Mar-17	47.7	48.15	48.48	47.58	499.88K	-0.71
22-Mar-17	48.04	48.16	48.32	47.01	680.85K	1.48
21-Mar-17	47.34	47.93	48.73	47.23	28.08K	-1.82
20-Mar-17	48.22	48.7	48.74	47.84	142.26K	-1.15
17-Mar-17	48.78	48.79	49.2	48.6	172.34K	0.06
16-Mar-17	48.75	49.01	49.62	48.45	516.85K	-0.23
15-Mar-17	48.86	48.76	49.04	48.16	655.79K	2.39
14-Mar-17	47.72	48.45	48.79	47.09	857.71K	-1.4
13-Mar-17	48.4	48.45	48.68	47.9	601.36K	-0.19
10-Mar-17	48.49	49.61	50.11	48.31	796.96K	-1.6
9-Mar-17	49.28	50.22	50.84	48.59	1.07M	-1.99
8-Mar-17	50.28	52.79	52.92	50.05	963.39K	-5.38
7-Mar-17	53.14	53.17	53.8	52.71	494.68K	-0.11
6-Mar-17	53.2	53.19	53.56	52.76	503.69K	-0.24
3-Mar-17	53.33	52.58	53.39	52.55	436.36K	1.37
2-Mar-17	52.61	53.69	53.8	52.54	638.39K	-2.27
1-Mar-17	53.83	53.95	54.44	53.63	491.29K	-0.33
28-Feb-17	54.01	54.04	54.23	53.18	593.91K	-0.07
27-Feb-17	54.05	54.02	54.61	53.94	394.38K	0.11
24-Feb-17	53.99	54.33	54.51	53.76	395.26K	-0.84
23-Feb-17	54.45	53.91	54.94	53.87	529.88K	1.6
22-Feb-17	53.59	54.26	54.6	53.35	499.48K	-0.87
21-Feb-17	54.06	53.48	54.68	53.35	44.05K	0.17
20-Feb-17	53.97	53.78	54.24	53.73	0	0.33
19-Feb-17	53.79	53.86	53.96	53.78	0	0.73
17-Feb-17	53.4	53.47	53.52	52.88	195.35K	0.07
16-Feb-17	53.36	53.01	53.59	52.68	343.36K	0.47
15-Feb-17	53.11	53	53.51	52.73	463.64K	-0.17
14-Feb-17	53.2	52.91	53.72	52.86	493.02K	0.51
13-Feb-17	52.93	53.8	53.95	52.77	586.03K	-1.73
10-Feb-17	53.86	53.15	54.13	52.9	596.45K	1.62
9-Feb-17	53	52.37	53.21	52.37	610.20K	1.26
8-Feb-17	52.34	51.64	52.67	51.22	767.38K	0.33
7-Feb-17	52.17	53.14	53.24	51.63	624.06K	-1.58
6-Feb-17	53.01	53.81	54.13	52.91	425.09K	-1.52
3-Feb-17	53.83	53.68	54.22	53.4	462.62K	0.54
2-Feb-17	53.54	53.57	54.34	53.35	492.55K	-0.63
1-Feb-17	53.88	52.76	53.91	52.64	577.24K	2.03
31-Jan-17	52.81	52.6	53.56	52.24	586.68K	0.34
30-Jan-17	52.63	53.15	53.46	52.41	486.31K	-1.02
27-Jan-17	53.17	53.74	54.08	52.58	495.56K	-1.13
26-Jan-17	53.78	52.96	54.06	52.79	578.07K	1.95
25-Jan-17	52.75	52.95	53.47	52.56	589.71K	-0.81
24-Jan-17	53.18	52.86	53.56	52.67	520.29K	0.82
23-Jan-17	52.75	53.33	53.47	52.21	455.33K	0.63
20-Jan-17	52.42	51.45	52.9	51.39	0	2.04
19-Jan-17	51.37	51.39	51.87	51.02	122.59K	0.57
18-Jan-17	51.08	52.52	52.79	50.91	236.24K	-2.67
17-Jan-17	52.48	52.55	53.52	52.12	606.02K	-0.08
16-Jan-17	52.52	52.46	52.72	52.13	0	0.13
15-Jan-17	52.45	52.53	52.56	52.39	0	0.15
13-Jan-17	52.37	53.05	53.17	52.27	477.99K	-1.21
12-Jan-17	53.01	52.37	53.5	52.12	660.70K	1.45
11-Jan-17	52.25	50.81	52.78	50.75	815.85K	2.81
10-Jan-17	50.82	51.83	52.37	50.71	632.57K	-2.19
9-Jan-17	51.96	53.75	53.83	51.76	564.89K	-3.76
6-Jan-17	53.99	53.73	54.32	53.32	528.33K	0.43
5-Jan-17	53.76	53.39	54.12	52.79	517.36K	0.94
4-Jan-17	53.26	52.49	53.43	52.15	512.64K	1.78
3-Jan-17	52.33	54.2	55.24	52.11	727.79K	-3.15
2-Jan-17	54.03	54.09	54.18	54.01	0	0.58
30-Dec-16	53.72	53.87	54.09	53.41	271.09K	-0.09
29-Dec-16	53.77	53.66	54.21	53.46	360.19K	-0.54
28-Dec-16	54.06	53.93	54.37	53.56	322.54K	0.3
27-Dec-16	53.9	53.29	54.1	53.03	277.31K	1.33
26-Dec-16	53.19	53.33	53.34	53.14	0	0.32
23-Dec-16	53.02	52.68	53.28	52.26	285.17K	0.13
22-Dec-16	52.95	52.52	53.19	52.08	393.49K	0.88
21-Dec-16	52.49	53.56	53.79	52.32	471.99K	0.5
20-Dec-16	52.23	52.11	52.7	51.85	26.17K	0.21
19-Dec-16	52.12	52.15	52.52	51.51	129.99K	0.42
16-Dec-16	51.9	51.1	52.08	50.5	252.57K	1.96
15-Dec-16	50.9	50.79	51.48	49.95	551.76K	-0.27
14-Dec-16	51.04	52.45	52.78	50.67	677.96K	-3.66
13-Dec-16	52.98	52.51	53.41	52.35	638.40K	0.28
12-Dec-16	52.83	52.58	54.51	52.18	847.03K	2.58
9-Dec-16	51.5	50.92	51.66	50.86	652.04K	1.3
8-Dec-16	50.84	49.88	50.98	49.61	780.06K	2.15
7-Dec-16	49.77	50.93	51.2	49.72	816.88K	-2.28
6-Dec-16	50.93	50.97	51.6	50.28	642.75K	-1.66
5-Dec-16	51.79	51.46	52.42	50.93	600.78K	0.21
2-Dec-16	51.68	51.01	51.73	50.18	667.10K	1.21
1-Dec-16	51.06	49.07	51.8	48.98	974.81K	3.28
30-Nov-16	49.44	45.24	49.9	45.22	1.31M	9.31
29-Nov-16	45.23	46.88	46.98	44.82	732.82K	-3.93
28-Nov-16	47.08	45.43	47.65	45.14	734.38K	2.21
25-Nov-16	46.06	47.97	48.26	45.88	465.98K	-4
24-Nov-16	47.98	48.03	48.26	47.8	0	0.04
23-Nov-16	47.96	47.94	48.43	47.4	556.86K	-0.15
22-Nov-16	48.03	48.37	49.2	47.17	826.21K	1.14
21-Nov-16	47.49	45.83	47.8	45.77	34.92K	3.94
18-Nov-16	45.69	44.93	45.77	44.55	155.65K	0.59
17-Nov-16	45.42	45.37	46.58	44.88	284.87K	-0.33
16-Nov-16	45.57	45.77	46.41	45.03	658.17K	-0.52
15-Nov-16	45.81	43.76	46.09	43.55	706.18K	5.75
14-Nov-16	43.32	43.2	43.81	42.2	704.77K	-0.21
11-Nov-16	43.41	44.35	44.63	43.03	631.14K	-2.8
10-Nov-16	44.66	45.31	45.64	44.25	686.34K	-1.35
9-Nov-16	45.27	44.82	45.95	43.07	946.51K	0.64
8-Nov-16	44.98	44.97	45.39	44.41	669.64K	0.2
7-Nov-16	44.89	44.45	45.01	44.11	605.73K	1.86
4-Nov-16	44.07	44.63	44.87	43.57	736.69K	-1.32
3-Nov-16	44.66	45.48	45.9	44.37	540.44K	-1.5
2-Nov-16	45.34	46.32	46.47	44.96	674.32K	-2.85
1-Nov-16	46.67	46.77	47.35	46.2	834.99K	-0.41
31-Oct-16	46.86	48.25	48.74	46.63	649.24K	-3.78
28-Oct-16	48.7	49.61	49.81	48.42	550.08K	-2.05
27-Oct-16	49.72	49.22	50.06	49	543.17K	1.1
26-Oct-16	49.18	49.31	50.1	48.87	679.32K	-1.56
25-Oct-16	49.96	50.49	50.93	49.27	553.78K	-1.11
24-Oct-16	50.52	50.85	50.98	49.62	623.40K	-0.65
21-Oct-16	50.85	50.66	51.02	50.21	551.30K	0.83
20-Oct-16	50.43	51.4	51.58	50.25	24.86K	-2.27
19-Oct-16	51.6	50.77	51.93	50.69	132.43K	2.6
18-Oct-16	50.29	50.04	50.78	49.76	192.80K	0.7
17-Oct-16	49.94	50.23	50.58	49.47	418.72K	-0.81
14-Oct-16	50.35	50.58	51.14	49.9	519.43K	-0.18
13-Oct-16	50.44	50	50.59	49.36	740.68K	0.52
12-Oct-16	50.18	50.84	51.17	49.89	533.88K	-1.2
11-Oct-16	50.79	51.1	51.54	50.39	765.61K	-1.09
10-Oct-16	51.35	49.57	51.6	49.15	686.07K	3.09
7-Oct-16	49.81	50.59	50.74	49.4	618.81K	-1.25
6-Oct-16	50.44	49.65	50.63	49.33	547.92K	1.22
5-Oct-16	49.83	49.26	49.97	49.1	520.07K	2.34
4-Oct-16	48.69	48.65	49.26	48.26	513.71K	-0.25
3-Oct-16	48.81	48.04	49.02	47.78	458.02K	1.18
30-Sep-16	48.24	47.76	48.3	47.04	496.52K	0.86
29-Sep-16	47.83	47.2	48.32	46.6	702.65K	1.66
28-Sep-16	47.05	44.96	47.45	44.35	1.01M	5.33
27-Sep-16	44.67	45.62	45.96	44.19	630.76K	-2.74
26-Sep-16	45.93	44.62	46.2	44.43	527.12K	3.26
23-Sep-16	44.48	46.07	46.55	44.22	718.40K	-3.97
22-Sep-16	46.32	45.62	46.52	45.52	521.68K	2.16
21-Sep-16	45.34	44.5	45.65	44.5	585.99K	4.37
20-Sep-16	43.44	43.13	44.05	42.55	37.38K	0.32
19-Sep-16	43.3	43.18	44.15	43.12	129.86K	0.63
16-Sep-16	43.03	43.71	43.75	42.74	231.19K	-2
15-Sep-16	43.91	43.7	44.34	43.26	537.19K	0.76
14-Sep-16	43.58	45	45.33	43.42	705.86K	-2.94
13-Sep-16	44.9	46.06	46.13	44.77	657.78K	-3
12-Sep-16	46.29	45.57	46.51	44.72	745.02K	0.89
9-Sep-16	45.88	47.36	47.36	45.56	688.19K	-3.65
8-Sep-16	47.62	46.12	47.75	45.77	761.94K	4.66
7-Sep-16	45.5	44.85	46.17	44.55	572.88K	1.49
6-Sep-16	44.83	44.15	46.53	43.84	932.15K	-0.53
5-Sep-16	45.07	44.12	46.53	44.07	0	2.18
4-Sep-16	44.11	44.15	44.38	44.1	0	-0.74
2-Sep-16	44.44	43.55	44.67	43.16	576.92K	2.97
1-Sep-16	43.16	44.85	45.08	43	605.00K	-3.45
31-Aug-16	44.7	46.24	46.41	44.51	549.01K	-3.56
30-Aug-16	46.35	46.98	47.49	46.21	464.45K	-1.34
29-Aug-16	46.98	47.22	47.28	46.62	309.25K	-1.39
26-Aug-16	47.64	47.37	48.46	46.94	558.34K	0.65
