Date	Price	Open	High	Low	Vol.	Change %
7-Jun-13	96.03	94.72	96.39	93.72	330.83K	1.34
6-Jun-13	94.76	93.7	95.32	93.69	267.16K	1.09
5-Jun-13	93.74	93.86	94.48	93.41	268.91K	0.46
4-Jun-13	93.31	93.35	94.41	92.38	301.14K	-0.15
3-Jun-13	93.45	91.73	93.7	91.26	287.47K	1.61
31-May-13	91.97	93.64	93.85	91.56	267.98K	-1.75
30-May-13	93.61	92.89	93.99	91.65	294.86K	0.52
29-May-13	93.13	95.05	95.22	92.83	293.46K	-1.98
28-May-13	95.01	93.89	95.92	93.23	240.99K	1.25
27-May-13	93.83	93.54	94.03	93.25	0	-0.33
24-May-13	94.15	94.37	94.39	93.04	203.99K	-0.11
23-May-13	94.25	94.18	94.46	92.21	323.63K	-0.03
22-May-13	94.28	95.9	96.19	94.01	336.50K	-1.96
21-May-13	96.16	96.7	96.97	95.5	0	-0.57
20-May-13	96.71	95.93	97.11	95.23	118.62K	0.72
17-May-13	96.02	95.15	96.45	94.79	187.75K	0.9
16-May-13	95.16	94.34	95.57	93.23	297.86K	0.91
15-May-13	94.3	94.13	94.44	92.13	360.68K	0.1
14-May-13	94.21	94.93	95.66	93.85	269.40K	-1.01
13-May-13	95.17	95.76	95.81	94.47	297.04K	-0.91
10-May-13	96.04	96.16	96.24	93.37	354.12K	-0.36
9-May-13	96.39	96.6	96.77	95.35	272.20K	-0.24
8-May-13	96.62	95.56	96.77	95.24	276.32K	1.05
7-May-13	95.62	95.79	96.26	94.92	260.14K	-0.56
6-May-13	96.16	95.58	97.17	94.85	271.00K	0.58
3-May-13	95.61	93.99	96.04	93.56	297.52K	1.72
2-May-13	93.99	91	94.25	90.65	310.81K	3.25
1-May-13	91.03	93.08	93.26	90.11	332.38K	-2.6
30-Apr-13	93.46	94.42	94.62	92.86	277.50K	-1.1
29-Apr-13	94.5	92.7	94.69	92.43	214.61K	1.61
26-Apr-13	93	93.24	93.58	92.06	240.97K	-0.68
25-Apr-13	93.64	91.58	93.87	91.11	270.12K	2.42
24-Apr-13	91.43	89.6	91.72	89.21	257.74K	2.52
23-Apr-13	89.18	89.28	89.6	87.8	288.80K	0.47
22-Apr-13	88.76	87.96	89.13	87.55	35.73K	0.85
19-Apr-13	88.01	88.37	88.79	87.56	100.65K	0.32
18-Apr-13	87.73	86.39	88.51	85.61	228.20K	1.21
17-Apr-13	86.68	88.8	89.09	86.06	294.27K	-2.3
16-Apr-13	88.72	87.42	88.96	86.06	287.41K	0.01
15-Apr-13	88.71	90.95	90.98	87.2	362.52K	-2.83
12-Apr-13	91.29	93.49	93.52	90.27	325.58K	-2.37
11-Apr-13	93.51	94.56	94.64	93.06	222.44K	-1.19
10-Apr-13	94.64	93.96	94.82	93.4	248.56K	0.47
9-Apr-13	94.2	93.49	94.48	92.86	234.72K	0.9
8-Apr-13	93.36	93.02	93.75	92.46	212.12K	0.71
5-Apr-13	92.7	93.36	93.57	91.91	267.28K	-0.6
4-Apr-13	93.26	94.5	94.84	92.12	355.32K	-1.26
3-Apr-13	94.45	96.93	96.96	94.18	302.24K	-2.82
2-Apr-13	97.19	97	97.44	95.91	209.88K	0.12
1-Apr-13	97.07	97.36	97.8	95.92	192.40K	-0.16
28-Mar-13	97.23	96.68	97.35	96.26	174.39K	0.67
27-Mar-13	96.58	96.18	96.84	95.58	207.78K	0.25
						
	Highest:112.24	Lowest:26.05	Difference:86.19	Average:65.15	Change %:-32.59	
