,Date,Day_of_Week,dell_gtrends,hp_gtrends,ibm_gtrends,seagate_gtrends,westdig_gtrends,intc_gtrends,intc_Last Price,intc_Volume,hp_Last Price,hp_Volume,ibm_Last Price,ibm_Volume,seagate_Last Price,seagate_Volume,westdig_Last Price,westdig_Volume,dow_Last Price,dow_Volume,nasdaq_Last Price,nasdaq_Volume,sandp_Last Price,sandp_Volume,,Date,EUR_USD_Price,Date,Gold_Price,Date,CLYH_Price,3/9/2018,52.189999,32727900
361,3/31/2017,7.00,41,39,8,15,35,31,35.090805,21438400,17.88,11977000,174.14,3316000,45.93,3291000,82.53,4413000,20663.22,95371000,5911.738,383372000,2362.72,510120000,1,15-Nov-16,1.0722,24-Nov-16,"1,185.55",31-Aug-16,24.04,10/17/2016,35.749863,15788100
362,3/30/2017,6.00,80,19,23,44,34,22,34.779491,16433000,17.65,9336000,173.86,2875000,47.12,2516000,83.75,4506000,20728.49,74988000,5914.344,418917000,2368.06,607414000,1,14-Nov-16,1.0737,23-Nov-16,"1,189.10",30-Aug-16,24.1,10/14/2016,35.903255,19123900
363,3/29/2017,5.00,39,19,8,15,34,28,34.604382,17202600,17.26,11508000,173.94,2928000,45.67,3850000,81.39,2078000,20659.32,77025000,5897.547,361125000,2361.13,486472000,1,11-Nov-16,1.0856,22-Nov-16,"1,211.00",29-Aug-16,24.14,10/13/2016,35.443085,16936000
364,3/28/2017,4.00,0,19,0,0,0,26,34.63356,18398100,17.26,15009000,174.51,3599000,45.28,6269000,80.56,3451000,20701.5,91101000,5875.14,399260000,2358.57,478404000,1,10-Nov-16,1.0893,21-Nov-16,"1,215.85",26-Aug-16,24,10/12/2016,35.596474,14053900
365,3/27/2017,3.00,0,16,85,22,0,25,34.429264,16992200,17.2,15888000,173.77,4119000,44.91,4267000,78.57,4371000,20550.98,91545000,5840.374,441446000,2341.59,549468000,1,9-Nov-16,1.0909,20-Nov-16,"1,205.95",25-Aug-16,24.05,10/11/2016,35.730694,27650500
368,3/24/2017,7.00,0,67,44,51,77,27,34.205509,22188000,17.23,7494000,173.83,2946000,45.24,4530000,78.18,3910000,20596.72,75691000,5828.738,436587000,2343.98,532333000,1,4-Nov-16,1.1138,16-Nov-16,"1,223.40",15-Aug-16,24.13,10/6/2016,36.497654,15171400
369,3/23/2017,6.00,0,33,43,37,0,23,34.312523,20640400,17.21,13221000,174.82,2682000,45.13,2890000,76.19,3274000,20656.58,72359000,5817.693,386614000,2345.96,485215000,1,3-Nov-16,1.1105,15-Nov-16,"1,224.00",9-Aug-16,24.0713,10/5/2016,36.420952,22420800
370,3/22/2017,5.00,0,32,28,61,74,32,34.409805,19144500,17.23,9128000,174.78,3381000,45.01,3843000,74.93,3638000,20661.3,81182000,5821.641,434886000,2348.45,573476000,1,2-Nov-16,1.1097,14-Nov-16,"1,221.20",5-Aug-16,24.0291,10/4/2016,35.98954,14393100
371,3/21/2017,4.00,30,32,43,61,0,32,34.088772,22814500,17.15,12502000,173.88,2934000,44.51,5129000,73.22,3653000,20668.01,99921000,5793.825,464766000,2344.02,573172000,1,1-Nov-16,1.1056,11-Nov-16,"1,223.50",3-Aug-16,23.853,10/3/2016,36.104584,14113600
372,3/20/2017,3.00,0,16,14,49,75,34,34.468182,17322300,17.56,9187000,175.7,2953000,46.08,2897000,76.42,4479000,20905.86,103790000,5901.529,455504000,2373.47,649219000,1,31-Oct-16,1.0981,10-Nov-16,"1,265.50",26-Jul-16,24.26,9/30/2016,36.190861,24279300
375,3/17/2017,7.00,32,0,0,0,0,27,34.312523,30778900,17.56,5175000,175.65,1758000,46.87,2593000,76.87,3268000,20914.62,58765000,5900.997,292142000,2378.25,344969000,1,26-Oct-16,1.0909,7-Nov-16,"1,278.30",1-Jul-16,24.02,9/27/2016,35.644409,22391600
376,3/16/2017,6.00,30,0,14,25,76,53,34.186054,19616100,17.65,4409000,177.24,1397000,47.23,1940000,77.14,3147000,20934.55,49060000,5900.76,298280000,2381.38,381535000,1,25-Oct-16,1.0888,4-Nov-16,"1,303.30",30-Jun-16,23.68,9/26/2016,35.136299,25518800
377,3/15/2017,5.00,0,49,14,24,0,51,34.147137,27996100,17.57,6306000,175.81,1701000,47.06,2473000,76.72,2102000,20950.1,47038000,5900.047,272874000,2385.26,299941000,1,24-Oct-16,1.0883,3-Nov-16,"1,302.10",29-Jun-16,23.59,9/23/2016,35.653988,18062500
378,3/14/2017,4.00,0,16,42,24,0,82,34.224972,28586900,17.47,7592000,175.72,2803000,46.7,3099000,75.7,2257000,20837.37,78056000,5856.816,267141000,2365.45,304600000,1,21-Oct-16,1.0884,2-Nov-16,"1,306.80",24-Jun-16,23.73,9/22/2016,35.999123,17013400
379,3/13/2017,3.00,56,45,26,91,69,100,34.205509,53582900,17.49,8133000,176.46,3576000,47.57,3136000,75.7,5459000,20881.48,71715000,5875.784,370131000,2373.47,480912000,1,20-Oct-16,1.093,1-Nov-16,"1,286.40",23-Jun-16,23.9,9/21/2016,35.903255,21233700
382,3/10/2017,7.00,0,17,73,25,77,7,34.93515,25402300,17.39,10344000,177.83,2956000,47.28,4271000,75,4286000,20902.98,85521000,5861.726,414934000,2372.6,518207000,1,17-Oct-16,1.0999,27-Oct-16,"1,267.90",9-Jun-16,23.81,9/16/2016,36.114166,74577900
383,3/9/2017,6.00,0,0,70,24,0,21,34.847591,23616800,17.36,19766000,177.18,7121000,46.68,8418000,74.26,2549000,20858.19,263538000,5838.807,413264000,2364.87,503192000,1,14-Oct-16,1.0971,26-Oct-16,"1,264.80",6-Jun-16,23.78,9/15/2016,35.050011,23736000
384,3/8/2017,5.00,0,48,28,48,0,29,34.653027,20920100,17.32,10122000,179.45,3389000,48.11,2928000,76.45,4852000,20855.73,93322000,5837.552,413264000,2362.98,503192000,1,13-Oct-16,1.1056,25-Oct-16,"1,271.90",24-May-16,23.81,9/14/2016,34.148838,14074500
385,3/7/2017,4.00,0,31,54,23,0,28,34.828136,23434900,17.27,10638000,180.38,4124000,48.28,4505000,76.8,2804000,20924.76,113308000,5833.929,520709000,2368.39,653863000,1,12-Oct-16,1.1008,24-Oct-16,"1,262.00",17-May-16,23.7899,9/13/2016,34.139256,23591300
386,3/6/2017,3.00,0,31,94,23,0,43,34.604382,24416700,17.3,10979000,180.47,5932000,48.51,5722000,76.8,2558000,20954.34,99395000,5849.175,477692000,2375.31,714113000,1,11-Oct-16,1.1054,21-Oct-16,"1,267.05",12-May-16,23.77,9/12/2016,34.589844,22796600
389,3/3/2017,7.00,31,17,58,25,0,48,34.925423,17538100,17.35,9865000,180.05,3147000,48.96,4125000,77.54,3638000,21005.71,91810000,5870.753,453088000,2383.12,631895000,1,6-Oct-16,1.1151,18-Oct-16,"1,260.80",9-May-16,23.78,9/7/2016,34.95414,18495600
390,3/2/2017,6.00,0,47,69,48,0,39,34.93515,23602100,17.32,9582000,180.53,3266000,48.92,3584000,76.28,3101000,21002.97,89788000,5861.222,441098000,2381.92,556354000,1,5-Oct-16,1.1206,17-Oct-16,"1,254.40",6-May-16,23.96,9/6/2016,35.059601,22337800
391,3/1/2017,5.00,29,0,41,0,0,65,34.954609,34085900,17.62,11679000,181.95,4435000,49.48,7636000,78.32,4771000,21115.55,112148000,5904.029,501464000,2395.96,630279000,1,4-Oct-16,1.1204,14-Oct-16,"1,253.10",4-May-16,23.95,9/2/2016,34.589844,16726700
392,2/28/2017,4.00,0,16,0,48,0,29,35.217281,24977000,17.37,6887000,179.82,2859000,48.19,3409000,76.88,15475000,20812.24,77809000,5825.438,489181000,2363.64,710260000,1,3-Oct-16,1.1211,13-Oct-16,"1,255.00",3-May-16,24.053,9/1/2016,34.532318,18925800
393,2/27/2017,3.00,29,16,69,48,73,38,35.51886,14065200,17.65,11539000,179.4,3447000,47.69,3813000,76.1,5050000,20837.44,92690000,5861.899,444212000,2369.75,552503000,1,30-Sep-16,1.1241,12-Oct-16,"1,251.10",2-May-16,23.94,8/31/2016,34.407681,20562700
396,2/24/2017,7.00,63,17,60,0,0,44,35.538315,18617600,17.65,12822000,181.35,4636000,47.75,5533000,74.65,3497000,20821.76,108805000,5845.306,437813000,2367.34,593368000,1,27-Sep-16,1.1215,7-Oct-16,"1,248.90",27-Apr-16,24.07,8/26/2016,33.803703,14469900
397,2/23/2017,6.00,31,100,57,25,75,45,35.197819,22775000,17.6,15933000,181.65,4398000,47.39,3962000,74.59,5508000,20810.32,164593000,5835.507,535175000,2363.81,750914000,1,26-Sep-16,1.1254,6-Oct-16,"1,249.80",26-Apr-16,24,8/25/2016,33.640724,12428000
398,2/22/2017,5.00,0,16,57,0,0,38,35.090805,29904400,16.2,9763000,181.15,3148000,47.35,3996000,74.47,5383000,20775.6,81518000,5860.625,586266000,2362.82,750914000,1,23-Sep-16,1.1226,5-Oct-16,"1,265.20",25-Apr-16,24.02,8/24/2016,33.69825,16343500
399,2/21/2017,4.00,60,0,71,0,0,40,35.528587,20556000,16.13,12792000,180.26,4449000,47.43,3178000,74.9,5053000,20743,88463000,5865.949,451140000,2365.38,588952000,1,22-Sep-16,1.1208,4-Oct-16,"1,266.30",22-Apr-16,24.082,8/23/2016,33.937927,18316000
403,2/17/2017,7.00,61,49,58,37,0,26,35.489677,18909900,15.95,23440000,180.67,2256000,47.14,2806000,74.91,1315000,20624.05,77881000,5838.578,198515000,2351.16,262992000,1,16-Sep-16,1.1155,28-Sep-16,"1,326.95",7-Apr-16,23.53,8/17/2016,33.573624,18221600
404,2/16/2017,6.00,30,33,29,49,0,43,35.421581,21317500,15.92,19635000,181.43,2771000,47.57,4800000,75.95,2202000,20619.77,85314000,5814.9,388797000,2347.22,526712000,1,15-Sep-16,1.1244,27-Sep-16,"1,325.90",6-Apr-16,23.46,8/16/2016,33.755772,16320900
405,2/15/2017,5.00,31,50,43,50,0,24,35.071346,18452200,15.98,10618000,181.68,4637000,48.15,2178000,76.01,2696000,20611.86,80533000,5819.44,439010000,2349.25,599369000,1,14-Sep-16,1.125,26-Sep-16,"1,339.70",31-Mar-16,23.3619,8/15/2016,33.468163,18931100
406,2/14/2017,4.00,0,33,28,49,0,39,34.954609,25725100,16.06,10878000,180.13,2982000,47.85,2394000,76.41,3887000,20504.41,109897000,5782.572,418402000,2337.58,578108000,1,13-Sep-16,1.122,23-Sep-16,"1,341.55",30-Mar-16,23.466,8/12/2016,33.1422,15708300
407,2/13/2017,3.00,0,32,42,96,0,25,34.828136,28180600,16.04,9623000,179.36,2261000,47.8,4721000,78.47,4837000,20412.16,89948000,5763.956,486309000,2328.25,676655000,1,12-Sep-16,1.1234,22-Sep-16,"1,340.40",4-Mar-16,22.5608,8/11/2016,33.247662,16329500
410,2/10/2017,7.00,0,17,45,52,0,63,34.380623,44106500,15.72,14279000,178.68,3477000,46.46,3527000,77.36,2961000,20269.37,100674000,5734.127,473603000,2316.1,580520000,1,7-Sep-16,1.1239,19-Sep-16,"1,317.15",10-Feb-16,22.26,8/8/2016,33.592793,19497300
411,2/9/2017,6.00,31,49,0,75,0,72,34.497364,47802700,15.64,14528000,177.21,5196000,46.37,5206000,78.05,4048000,20172.4,112267000,5715.18,504457000,2307.87,694345000,1,6-Sep-16,1.1256,18-Sep-16,"1,314.15",9-Feb-16,22.2701,8/5/2016,33.535267,20046200
412,2/8/2017,5.00,60,16,43,62,75,68,35.392391,20807400,15.51,10307000,176.17,4447000,45.8,4737000,77.08,4416000,20054.34,107300000,5682.454,546532000,2294.67,807422000,1,5-Sep-16,1.1147,16-Sep-16,"1,305.80",3-Feb-16,22.69,8/4/2016,33.151791,15131200
413,2/7/2017,4.00,30,16,84,73,0,36,35.363201,18581900,15.43,16182000,178.46,7716000,46.1,6204000,79.05,6220000,20090.29,164399000,5674.217,573357000,2293.08,745938000,1,2-Sep-16,1.1156,15-Sep-16,"1,313.50",1-Feb-16,22.55,8/3/2016,32.835423,18388800
414,2/6/2017,3.00,30,32,57,37,0,32,35.285381,21427000,15.26,16867000,175.86,5404000,45.44,6167000,78.94,4856000,20052.42,173111000,5663.552,707598000,2292.56,745938000,1,1-Sep-16,1.1198,14-Sep-16,"1,321.50",27-Jan-16,22.7599,8/2/2016,32.883362,20057300
417,2/3/2017,7.00,32,0,30,0,78,22,35.528587,21038100,15.27,9781000,175.82,3805000,46.29,4565000,79.13,2975000,20071.46,93458000,5666.766,398911000,2297.42,559758000,1,29-Aug-16,1.1189,9-Sep-16,"1,330.10",8-Jan-16,23.42,7/28/2016,33.083172,21667400
418,2/2/2017,6.00,31,66,58,0,0,39,35.431309,31916900,15.21,11832000,174.58,2470000,45.27,3641000,79.23,4503000,19884.91,97773000,5636.197,460047000,2280.85,612269000,1,26-Aug-16,1.1198,8-Sep-16,"1,336.80",5-Jan-16,23.6401,7/27/2016,33.140255,22742200
419,2/1/2017,5.00,0,16,42,36,0,25,35.276749,28380600,14.99,10559000,174.29,2879000,44.78,3856000,79.16,2706000,19890.94,77891000,5642.65,481439000,2279.55,627701000,1,25-Aug-16,1.1283,7-Sep-16,"1,344.30",29-Dec-15,23.78,7/26/2016,33.387642,29644400
420,1/31/2017,4.00,0,16,56,25,0,19,35.56654,27059100,15.05,22285000,174.52,3074000,45.15,5446000,79.73,3193000,19864.09,88657000,5614.786,478436000,2278.87,599410000,1,24-Aug-16,1.1263,6-Sep-16,"1,349.40",17-Dec-15,23.84,7/25/2016,33.007046,20277700
421,1/30/2017,3.00,0,49,14,25,0,17,36.146111,23954700,14.84,25362000,175.8,3192000,44.9,4147000,79.22,4216000,19971.13,101286000,5613.711,480655000,2280.9,654469000,1,23-Aug-16,1.1306,5-Sep-16,"1,331.10",8-Dec-15,23.95,7/22/2016,32.978504,33033700
424,1/27/2017,7.00,0,17,91,26,0,50,36.68705,44368600,14.8,15248000,177.3,3654000,44.5,3143000,79.52,3363000,20093.78,107851000,5660.782,437587000,2294.69,675902000,1,18-Aug-16,1.1354,1-Sep-16,"1,312.20",24-Nov-15,23.9599,7/19/2016,33.444736,20395400
425,1/26/2017,6.00,0,0,87,100,77,60,36.281349,34144800,14.79,14106000,178.66,4229000,43.9,6846000,78.47,4760000,20100.91,83573000,5655.176,431334000,2296.68,646184000,1,17-Aug-16,1.1288,31-Aug-16,"1,306.90",29-Oct-15,24.1799,7/18/2016,33.349583,19347200
426,1/25/2017,5.00,31,0,100,100,76,47,36.51318,32276400,15.19,17328000,178.29,2812000,42.67,5639000,80.02,15086000,20068.51,86346000,5656.339,439745000,2298.37,619899000,1,16-Aug-16,1.1278,30-Aug-16,"1,311.70",27-Oct-15,24.21,7/15/2016,33.368614,23661900
427,1/24/2017,4.00,0,0,71,74,0,34,36.339302,35140900,15.17,11070000,175.9,2647000,37.44,4172000,76.01,8826000,19912.71,84518000,5600.958,379430000,2280.07,566870000,1,15-Aug-16,1.1184,29-Aug-16,"1,322.90",23-Oct-15,24.28,7/14/2016,33.492306,25296400
428,1/23/2017,3.00,30,33,71,25,0,21,35.518242,27752600,14.67,9763000,171.03,2667000,36.37,2950000,72.65,3335000,19799.85,88557000,5552.943,352404000,2265.2,535706000,1,12-Aug-16,1.1161,26-Aug-16,"1,321.50",22-Oct-15,24.33,7/13/2016,33.311527,29120900
431,1/20/2017,7.00,0,17,45,26,0,18,35.682453,23950900,14.73,6824000,170.55,4023000,36.47,5159000,72.63,2765000,19827.25,89124000,5555.333,400311000,2271.31,658777000,1,9-Aug-16,1.1119,23-Aug-16,"1,340.60",16-Oct-15,23.93,7/8/2016,32.350529,23341900
432,1/19/2017,6.00,0,49,43,0,76,9,35.325047,13654500,14.86,9918000,166.81,4633000,36.34,10115000,71.67,2215000,19732.4,88083000,5540.081,390622000,2263.69,578266000,1,8-Aug-16,1.1092,22-Aug-16,"1,337.70",15-Oct-15,24.015,7/7/2016,31.58934,26027100
433,1/18/2017,5.00,30,33,86,25,0,24,35.508579,15382500,14.58,12763000,166.8,12771000,37.24,5505000,73.24,3706000,19804.72,75965000,5555.654,356205000,2271.89,556266000,1,7-Aug-16,1.1087,19-Aug-16,"1,340.40",14-Oct-15,24.06,7/6/2016,31.370493,21070200
434,1/17/2017,4.00,30,33,14,25,0,24,35.547222,20163000,14.58,22058000,167.89,5890000,37.02,4548000,71.62,3134000,19826.77,75968000,5538.727,342728000,2267.89,492690000,1,5-Aug-16,1.1086,18-Aug-16,"1,351.20",6-Oct-15,23.9589,7/5/2016,31.094563,20107200
438,1/13/2017,7.00,64,34,15,26,79,29,35.537563,15072200,14.77,14424000,167.34,2910000,36.9,7302000,71,3833000,19885.73,83165000,5574.116,366647000,2274.64,554273000,1,1-Aug-16,1.1162,12-Aug-16,"1,335.80",22-Sep-15,24.27,6/28/2016,29.676847,23693900
439,1/12/2017,6.00,0,17,30,0,0,18,35.460281,20391900,14.79,10064000,167.95,2964000,36.75,5153000,70.75,4978000,19891,72234000,5547.487,397023000,2270.44,572530000,1,31-Jul-16,1.1167,11-Aug-16,"1,342.50",18-Sep-15,24.34,6/27/2016,29.22965,34965100
440,1/11/2017,5.00,0,33,43,0,0,28,35.692116,22398400,14.94,10650000,167.75,2901000,36.87,14458000,71.45,4293000,19954.28,88625000,5563.649,344937000,2275.32,463376000,1,29-Jul-16,1.1174,10-Aug-16,"1,344.30",,,6/24/2016,30.019384,38094300
441,1/10/2017,4.00,31,17,58,25,76,11,35.29607,15918800,14.69,7726000,165.52,2481000,37.63,4467000,70.84,6388000,19855.53,72118000,5551.818,424011000,2268.9,584017000,1,28-Jul-16,1.1075,9-Aug-16,"1,339.00",,Highest:27.4200,6/23/2016,31.389528,22048800
442,1/9/2017,3.00,0,0,58,0,77,18,35.363689,19449400,14.68,5458000,167.65,2672000,38.05,3340000,71.86,3761000,19887.38,82686000,5531.818,326007000,2268.9,457736000,1,27-Jul-16,1.1058,8-Aug-16,"1,333.40",,,6/22/2016,30.723484,18304800
445,1/6/2017,7.00,0,18,31,27,0,16,35.238113,15114000,15,9082000,169.53,1684000,38.49,2680000,70.38,4965000,19963.8,76211000,5521.055,406453000,2276.98,521500000,1,24-Jul-16,1.0969,3-Aug-16,"1,356.10",,,6/17/2016,30.219198,27047900
446,1/5/2017,6.00,32,18,77,26,0,42,35.112537,13986000,15.07,12314000,168.7,2884000,39.05,3594000,70.55,4442000,19899.29,79713000,5487.936,427055000,2269,604384000,1,22-Jul-16,1.0976,2-Aug-16,"1,364.40",,,6/16/2016,30.152592,18547900
447,1/4/2017,5.00,32,17,45,0,0,34,35.170498,15915700,15.08,7282000,169.26,2228000,39.12,3671000,70.54,4601000,19942.16,68518000,5477.005,398977000,2270.75,569705000,1,21-Jul-16,1.1025,1-Aug-16,"1,351.40",,,6/15/2016,30.076473,23783300
448,1/3/2017,4.00,0,0,15,26,0,16,35.354027,20196500,14.85,11457000,167.19,3597000,39.62,3840000,69.43,5164000,19881.76,135475000,5429.084,381626000,2257.83,520611000,1,20-Jul-16,1.1015,29-Jul-16,"1,349.00",,,6/14/2016,30.580759,18754300
452,12/30/2016,7.00,0,39,17,0,0,13,35.035267,17468000,14.84,9742000,165.99,3310000,38.17,4972000,67.95,5367000,19762.6,97656000,5383.117,449128000,2238.83,627600000,1,15-Jul-16,1.1036,25-Jul-16,"1,319.30",,,6/8/2016,30.342888,12732100
453,12/29/2016,6.00,34,18,32,28,0,15,35.411983,8447300,14.94,9061000,166.6,2987000,38.02,6853000,68.43,4878000,19819.78,84131000,5432.088,403411000,2249.26,562615000,1,14-Jul-16,1.112,22-Jul-16,"1,323.10",,,6/7/2016,30.333376,19339100
454,12/28/2016,5.00,34,0,80,28,0,19,35.383011,12868600,14.94,7485000,166.19,2533000,38.79,5412000,69.21,7932000,19833.68,95523000,5438.556,399363000,2249.92,540297000,1,13-Jul-16,1.109,21-Jul-16,"1,330.50",,,6/6/2016,30.143078,15139600
455,12/27/2016,4.00,0,0,16,0,0,29,35.808022,9033700,15.21,8102000,167.14,2702000,39.38,2498000,70.17,5902000,19945.04,87188000,5487.441,386731000,2268.88,527220000,1,12-Jul-16,1.1059,20-Jul-16,"1,318.80",,,6/3/2016,30.085987,15777500
459,12/23/2016,7.00,0,0,17,29,0,20,35.711433,6286000,15.1,13734000,166.71,2474000,39.11,3641000,70.35,4564000,19933.81,94106000,5462.689,443449000,2263.79,548107000,1,7-Jul-16,1.1063,14-Jul-16,"1,331.30",,,5/27/2016,30.038412,13341300
460,12/22/2016,6.00,34,0,0,0,85,14,35.672798,10793900,15.14,8222000,167.06,2159000,39.02,2625000,70.19,4197000,19918.88,72467000,5447.422,456486000,2260.96,593313000,1,6-Jul-16,1.1099,13-Jul-16,"1,342.40",,,5/26/2016,29.962294,12658000
461,12/21/2016,5.00,0,0,32,27,83,21,35.721092,14323600,15.14,7981000,167.33,2450000,38.91,4950000,69.22,3054000,19941.96,78097000,5471.433,385141000,2265.18,490324000,1,5-Jul-16,1.1076,12-Jul-16,"1,334.10",,,5/25/2016,29.867144,18359600
462,12/20/2016,4.00,65,18,31,0,0,28,35.943264,18551800,15.08,18459000,167.6,6464000,38.76,8967000,68.95,4744000,19974.62,278538000,5483.944,406669000,2270.76,519131000,1,4-Jul-16,1.1156,11-Jul-16,"1,355.00",,,5/24/2016,29.553154,23699200
463,12/19/2016,3.00,0,18,61,27,0,21,35.634159,18744300,15.12,11849000,166.68,3663000,38.71,4247000,68.36,9508000,19883.06,99592000,5457.441,406669000,2262.53,519131000,1,3-Jul-16,1.1128,8-Jul-16,"1,356.60",,,5/23/2016,28.763418,20809300
466,12/16/2016,7.00,0,0,32,42,0,29,35.073902,37794500,15.05,15057000,166.73,3637000,39.1,4717000,67.18,3860000,19843.41,102845000,5437.162,430945000,2258.07,621662000,1,29-Jun-16,1.1125,5-Jul-16,"1,356.40",,,5/18/2016,28.535067,22469900
467,12/15/2016,6.00,97,35,31,53,81,32,35.537563,23721500,15.51,15824000,168.02,4368000,40.6,6150000,67.89,5534000,19852.24,103294000,5456.854,464672000,2262.03,679321000,1,28-Jun-16,1.1067,4-Jul-16,"1,352.00",,,5/17/2016,28.525549,25709900
468,12/14/2016,5.00,63,17,30,39,0,24,35.305729,30819400,15.61,16646000,168.51,5186000,40.2,7724000,67.17,6535000,19792.53,120710000,5436.672,473092000,2253.28,686449000,1,27-Jun-16,1.1026,3-Jul-16,"1,345.50",,,5/16/2016,28.915661,21826100
469,12/13/2016,4.00,0,0,44,25,78,20,35.547222,35773600,15.82,10292000,168.29,3963000,40.84,4738000,67.9,6034000,19911.21,79075000,5463.829,518191000,2271.72,742157000,1,26-Jun-16,1.104,1-Jul-16,"1,336.70",,,5/13/2016,28.458948,19999600
470,12/12/2016,3.00,31,0,59,75,77,33,34.745476,21985800,15.83,6809000,165.5,2867000,39.17,9484000,66.29,7121000,19796.43,67590000,5412.54,418243000,2256.96,535837000,1,24-Jun-16,1.1117,30-Jun-16,"1,318.40",,,5/12/2016,28.316227,20826700
473,12/9/2016,7.00,0,18,31,0,82,16,34.542618,16326900,15.78,8327000,166.52,2315000,39.38,2724000,67.71,4514000,19756.85,74357000,5444.498,435406000,2259.53,583417000,1,21-Jun-16,1.1242,27-Jun-16,"1,322.50",,,5/9/2016,28.35428,16888300
474,12/8/2016,6.00,0,35,76,78,79,16,34.484665,19966500,16.16,10854000,165.36,2358000,39.23,4150000,68.25,2821000,19614.81,74787000,5417.356,357206000,2246.19,497007000,1,20-Jun-16,1.1314,24-Jun-16,"1,320.00",,,5/6/2016,28.582642,19632200
475,12/7/2016,5.00,31,34,15,0,77,29,34.291473,21710300,16.15,11283000,164.79,2324000,40.27,5298000,69.15,3015000,19549.62,98258000,5393.762,380419000,2241.35,511281000,1,19-Jun-16,1.1347,23-Jun-16,"1,261.20",,,5/5/2016,28.44943,23393300
476,12/6/2016,4.00,31,0,29,25,77,15,33.538029,15297700,15.6,10541000,160.35,1813000,39.15,2930000,63.85,3337000,19251.78,68918000,5333,492017000,2212.23,664762000,1,17-Jun-16,1.1277,22-Jun-16,"1,268.00",,,5/4/2016,28.401857,23278800
477,12/5/2016,3.00,86,0,41,47,72,16,33.219261,14462000,15.55,8024000,159.84,2476000,39.16,3972000,62.09,2470000,19216.24,64487000,5308.892,378540000,2204.71,474473000,1,16-Jun-16,1.1226,21-Jun-16,"1,270.50",,,5/3/2016,28.639732,27111100
480,12/2/2016,7.00,0,36,63,0,0,28,32.997089,21492500,15.12,36143000,160.02,2575000,38.87,2592000,63.35,3363000,19170.42,64483000,5255.652,366141000,2191.95,498830000,1,13-Jun-16,1.1292,16-Jun-16,"1,296.10",,,4/28/2016,29.347233,25146400
481,12/1/2016,6.00,0,0,60,26,0,25,32.61071,29618700,15.06,19757000,159.82,3646000,38.11,2773000,61.61,4124000,19191.93,72274000,5251.107,342410000,2191.08,463389000,1,12-Jun-16,1.1239,15-Jun-16,"1,285.80",,,4/27/2016,29.95097,20006200
482,11/30/2016,5.00,0,34,45,0,0,27,33.518715,27016100,15.4,14075000,162.22,2838000,40.1,2566000,63.66,2758000,19123.58,73993000,5323.681,385760000,2198.81,477228000,1,10-Jun-16,1.1251,14-Jun-16,"1,285.60",,,4/26/2016,29.6208,20976400
483,11/29/2016,4.00,0,0,0,76,78,22,34.107948,19581000,15.15,13103000,163.53,2039000,39.5,2807000,62.67,3171000,19121.6,73461000,5379.918,355899000,2204.66,471610000,1,9-Jun-16,1.1316,13-Jun-16,"1,284.40",,,4/25/2016,29.611366,19315700
484,11/28/2016,3.00,0,34,29,25,0,20,34.301136,13549000,15.08,9504000,164.52,2815000,39.37,2659000,62.27,2943000,19097.9,93169000,5368.813,352076000,2201.72,467648000,1,8-Jun-16,1.1394,10-Jun-16,"1,273.40",,,4/22/2016,29.847202,29625600
487,11/25/2016,7.00,0,18,0,27,0,7,34.233517,6372800,15.18,10371000,163.14,3226000,39.07,3515000,61.59,3702000,19152.14,71071000,5398.92,386897000,2213.35,519736000,1,5-Jun-16,1.1351,7-Jun-16,"1,244.40",,,4/19/2016,29.809469,33619300
489,11/23/2016,5.00,33,18,62,27,0,14,34.00169,15843100,14.87,9366000,161.98,2210000,38.82,3174000,61.04,4730000,19083.18,67571000,5380.678,368355000,2204.72,506526000,1,2-Jun-16,1.1151,3-Jun-16,"1,240.10",,,4/15/2016,29.677401,28782800
490,11/22/2016,4.00,33,17,46,0,0,27,34.272156,22327400,15.95,12749000,162.67,2970000,38.96,3627000,61.19,3248000,19023.87,62366000,5386.35,394473000,2202.94,493458000,1,1-Jun-16,1.1188,2-Jun-16,"1,209.80",,,4/14/2016,29.998133,21541600
491,11/21/2016,3.00,32,0,61,0,0,20,33.789173,14259500,16,9992000,162.77,2543000,39.82,2250000,61.17,4334000,18956.69,61585000,5368.86,362216000,2198.18,452636000,1,31-May-16,1.1132,1-Jun-16,"1,211.90",,,4/13/2016,30.309439,19968100
494,11/18/2016,7.00,0,0,48,28,0,34,33.760197,16806900,15.87,11869000,160.39,2467000,39.29,4538000,60.93,3790000,18867.93,62778000,5321.513,363284000,2181.9,483575000,1,27-May-16,1.1115,27-May-16,"1,213.80",,,4/8/2016,29.83777,17031900
495,11/17/2016,6.00,0,35,62,27,0,19,33.82782,15748500,15.89,12412000,159.8,2738000,39.23,3239000,58.8,6037000,18903.82,60094000,5333.973,390319000,2187.12,449372000,1,26-May-16,1.1194,26-May-16,"1,220.10",,,4/7/2016,29.7623,23738200
496,11/16/2016,5.00,0,36,62,54,0,21,33.653942,18535200,15.8,11586000,159.29,3039000,38.26,5217000,59.53,2985000,18868.14,71808000,5294.584,363120000,2176.94,432802000,1,25-May-16,1.1155,25-May-16,"1,223.50",,,4/6/2016,30.262274,15501100
