,Date,Day_of_Week,dell_gtrends,hp_gtrends,ibm_gtrends,seagate_gtrends,westdig_gtrends,intc_gtrends,intc_Last Price,intc_Volume,hp_Last Price,hp_Volume,ibm_Last Price,ibm_Volume,seagate_Last Price,seagate_Volume,westdig_Last Price,westdig_Volume,dow_Last Price,dow_Volume,nasdaq_Last Price,nasdaq_Volume,sandp_Last Price,sandp_Volume,,Date,EUR_USD_Price,Date,Gold_Price,Date,CLYH_Price,3/9/2018,52.189999,32727900
987,7/14/2015,4.00,33,13,13,34,33,7,27.305149,39778300,13.8517,12489000,168.61,7302000,47.61,3219000,78.36,3764000,18053.58,124000000,5104.891,449919000,2108.95,571131000,1,15-Jul-14,1.3572,15-Jul-14,"1,296.90",,,4/24/2014,23.761677,25432800
988,7/13/2015,3.00,33,25,19,33,0,32,27.378822,26452400,13.9561,11533000,169.38,5139000,46.28,2534000,77.71,3202000,17977.68,118227000,5071.512,563388000,2099.6,677713000,1,14-Jul-14,1.362,14-Jul-14,"1,306.30",,,4/23/2014,23.761677,25574300
991,7/10/2015,7.00,0,13,41,0,0,89,26.863108,31423800,13.9153,12441000,166.95,6500000,45.95,2128000,77.1,2371000,17760.41,114052000,4997.696,597499000,2076.62,706265000,1,9-Jul-14,1.3645,9-Jul-14,"1,323.80",,,4/17/2014,24.019278,38108500
992,7/9/2015,6.00,0,52,13,34,0,40,26.642092,47167800,13.7972,13327000,163.85,8612000,46.04,2243000,77.35,1476000,17548.62,121957000,4922.397,576979000,2051.31,683461000,1,8-Jul-14,1.3613,8-Jul-14,"1,316.00",,,4/16/2014,23.921572,59033600
993,7/8/2015,5.00,98,50,32,0,32,13,27.167011,45223800,13.8245,12336000,163.16,3990000,46.4,2173000,78.31,1605000,17515.42,90108000,4909.761,498000000,2046.68,671126000,1,7-Jul-14,1.3605,7-Jul-14,"1,316.50",,,4/15/2014,23.779438,45074400
994,7/7/2015,4.00,0,25,19,0,0,13,27.535379,43833700,13.9834,13758000,165,4082000,47.82,2262000,79.82,1909000,17776.91,115104000,4997.459,460015000,2081.34,544616000,1,4-Jul-14,1.3596,4-Jul-14,"1,321.30",,,4/14/2014,23.592903,26957900
995,7/6/2015,3.00,65,0,32,34,0,26,27.664309,32468100,13.879,10551000,164.73,3866000,47.02,3074000,79.815,2947000,17683.58,100410000,4991.94,493331000,2068.76,631221000,1,3-Jul-14,1.3611,3-Jul-14,"1,320.40",,,4/11/2014,23.255354,36121100
999,7/2/2015,6.00,0,26,0,0,0,7,28.143181,27105200,13.9334,8969000,165.09,3014000,48.15,2748000,80.87,1682000,17730.11,79119000,5009.214,503591000,2076.78,561256000,1,27-Jun-14,1.3649,27-Jun-14,"1,319.00",,,4/7/2014,23.530725,49813500
1000,7/1/2015,5.00,0,39,13,0,0,33,27.793234,27178900,13.8563,7487000,164.49,3863000,47.57,2170000,79.44,2151000,17757.91,76272000,5013.124,455934000,2077.42,504617000,1,26-Jun-14,1.3611,26-Jun-14,"1,316.10",,,4/4/2014,23.237589,47918000
1001,6/30/2015,4.00,0,25,52,0,0,13,28.014259,34412200,13.6247,11076000,162.66,6435000,47.5,4078000,78.42,1462000,17619.51,99408000,4986.867,455359000,2063.11,505429000,1,25-Jun-14,1.363,25-Jun-14,"1,322.20",,,4/3/2014,23.459661,38581300
1002,6/29/2015,3.00,0,26,19,34,0,13,27.986626,35194500,13.6066,9672000,162.97,3466000,49.02,3081000,81.96,1080000,17596.35,81975000,4958.468,455529000,2057.64,546661000,1,24-Jun-14,1.3605,24-Jun-14,"1,320.90",,,4/2/2014,22.997747,22464700
1005,6/26/2015,7.00,69,13,14,36,0,34,28.566803,62157200,13.8608,7702000,165.46,2406000,50.06,1184000,84.45,1829000,17946.68,80473000,5080.505,486835000,2101.49,564632000,1,19-Jun-14,1.3609,19-Jun-14,"1,313.70",,,3/28/2014,22.757914,22884500
1006,6/25/2015,6.00,0,26,27,35,0,13,29.460094,22743300,14.1695,25834000,166.08,3967000,50.69,1670000,85.95,862435,17890.36,67452000,5112.19,305609000,2102.31,416521000,1,18-Jun-14,1.3596,18-Jun-14,"1,272.40",,,3/27/2014,22.482538,27201100
1007,6/24/2015,5.00,0,64,39,0,33,26,29.386425,23313900,14.3193,19081000,166.97,4062000,51.97,2256000,87.73,1466000,17966.07,88203000,5122.414,355887000,2108.58,517876000,1,17-Jun-14,1.3546,17-Jun-14,"1,271.70",,,3/26/2014,22.544725,26442800
1008,6/23/2015,4.00,0,13,19,34,100,20,29.552185,17995900,14.3602,10877000,168.62,6619000,52.29,1986000,88.62,2333000,18144.07,85510000,5160.095,496415000,2124.2,597605000,1,16-Jun-14,1.3575,16-Jun-14,"1,274.90",,,3/25/2014,22.615788,32317400
1009,6/22/2015,3.00,0,25,26,0,0,26,29.708738,23608400,14.392,13064000,167.73,4077000,53.865,4191000,91.6,1230000,18119.78,140974000,5153.972,418598000,2122.85,493394000,1,13-Jun-14,1.3542,13-Jun-14,"1,273.70",,,3/24/2014,22.31377,36950600
1012,6/19/2015,7.00,0,40,41,0,0,21,29.53377,39008400,14.4374,5520000,166.99,3803000,53.35,2046000,91.02,1200000,18015.95,73781000,5117.001,416160000,2109.99,467789000,1,10-Jun-14,1.3548,10-Jun-14,"1,259.80",,,3/19/2014,22.224943,34229400
1013,6/18/2015,6.00,0,13,26,0,0,26,29.819252,27722400,14.5645,5985000,168.25,5412000,54.14,2853000,92.42,1181000,18115.84,87347000,5132.949,432406000,2121.24,478727000,1,9-Jun-14,1.3594,9-Jun-14,"1,253.50",,,3/18/2014,22.047283,26344000
1014,6/17/2015,5.00,33,0,39,0,0,19,29.423258,28194200,14.6235,8397000,167.17,4799000,53.18,3398000,92.02,2022000,17935.74,70335000,5064.881,426996000,2100.44,485794000,1,6-Jun-14,1.3643,6-Jun-14,"1,252.10",,,3/17/2014,21.940689,18525800
1015,6/16/2015,4.00,0,25,38,34,0,39,29.137772,20254500,14.3693,6336000,166.84,4978000,53.2,1746000,91.05,1836000,17904.48,72859000,5055.553,434703000,2096.29,495556000,1,5-Jun-14,1.366,5-Jun-14,"1,253.00",,,3/14/2014,21.763033,21807200
1016,6/15/2015,3.00,33,25,32,0,0,13,28.907543,23175000,14.3965,7679000,166.26,3240000,53.37,1252000,91.75,1116000,17791.17,80567000,5029.973,438665000,2084.43,470705000,1,4-Jun-14,1.3599,4-Jun-14,"1,244.00",,,3/13/2014,21.825212,26243300
1019,6/12/2015,7.00,35,40,27,0,0,14,28.843081,31629800,14.7143,7145000,166.99,3536000,53.55,1845000,93.01,1579000,17898.84,52878000,5051.102,454090000,2094.11,485260000,1,30-May-14,1.3631,30-May-14,"1,245.60",,,3/10/2014,22.06505,24908100
1020,6/11/2015,6.00,66,0,26,34,0,7,29.331163,24293600,14.7643,9578000,168.78,4958000,54.3,2193000,94.46,1456000,18039.37,71435000,5082.509,416971000,2108.86,404411000,1,29-May-14,1.3602,29-May-14,"1,256.30",,,3/7/2014,21.88739,25373400
1021,6/10/2015,5.00,66,25,32,0,0,32,29.303535,33336800,14.9413,8997000,168.92,3495000,53.59,3931000,93.6,1859000,18000.4,82918000,5076.689,476737000,2105.2,478570000,1,28-May-14,1.3591,28-May-14,"1,259.30",,,3/6/2014,21.878511,22371700
1022,6/9/2015,4.00,0,12,51,0,0,39,28.778616,33976700,14.7915,6993000,165.68,4068000,52.62,3840000,92.04,5057000,17764.04,70673000,5013.865,481200000,2080.15,525752000,1,27-May-14,1.3634,27-May-14,"1,265.40",,,3/5/2014,21.763033,21036200
1023,6/8/2015,3.00,0,25,25,0,0,26,28.824659,38032000,14.8415,7441000,165.34,4105000,53.04,2614000,92.6,3240000,17766.55,76041000,5021.627,491013000,2079.28,515368000,1,26-May-14,1.3646,26-May-14,"1,292.50",,,3/4/2014,21.860741,23661200
1026,6/5/2015,7.00,0,40,21,0,0,42,29.321957,27778500,14.9459,12497000,167.4,4690000,54.43,4963000,94.87,2100000,17849.46,80047000,5068.458,495552000,2092.83,543312000,1,21-May-14,1.3687,22-May-14,"1,294.90",,,2/27/2014,21.993984,20863900
1027,6/4/2015,6.00,34,13,13,0,0,47,29.754784,33761800,15.1184,20048000,168.38,5818000,54.54,5946000,95.4,2790000,17905.58,121612000,5059.125,526978000,2095.84,508736000,1,20-May-14,1.3703,21-May-14,"1,288.00",,,2/26/2014,22.029518,19820200
1028,6/3/2015,5.00,0,25,26,33,0,19,30.141571,38138700,15.418,14135000,169.92,3896000,55.665,3183000,98.14,2666000,18076.27,80229000,5099.231,665184000,2114.07,712729000,1,19-May-14,1.3709,20-May-14,"1,294.50",,,2/25/2014,21.869627,21539100
1029,6/2/2015,4.00,0,50,32,0,0,26,30.638865,36211700,15.3817,13956000,169.65,4742000,55.29,2954000,96.95,2081000,18011.94,76448000,5076.524,521036000,2109.6,524165000,1,16-May-14,1.3695,19-May-14,"1,293.70",,,2/24/2014,21.878511,24145500
1030,6/1/2015,3.00,0,25,19,33,0,90,31.228251,46734500,15.3272,12516000,170.18,7897000,55.2,3044000,97.13,4290000,18040.37,83880000,5082.929,549547000,2111.73,569953000,1,15-May-14,1.3711,16-May-14,"1,293.30",,,2/21/2014,21.691969,30579800
1033,5/29/2015,7.00,0,27,40,0,0,27,31.734747,43231700,15.1638,12670000,169.65,6652000,55.64,4484000,97.36,2293000,18010.68,90411000,5070.026,419331000,2107.39,491706000,1,12-May-14,1.3757,13-May-14,"1,294.60",,,2/18/2014,21.993984,17738100
1034,5/28/2015,6.00,0,13,19,33,0,19,31.320347,27065700,15.2773,10047000,171.71,7600000,56.365,3630000,99.23,1489000,18126.12,100441000,5097.976,452172000,2120.79,522246000,1,9-May-14,1.376,12-May-14,"1,295.60",,,2/14/2014,21.993984,20539700
1035,5/27/2015,5.00,0,37,25,0,0,26,31.044071,30172700,15.3363,13381000,172,11091000,55.34,1876000,94.37,1821000,18162.99,92055000,5106.593,518039000,2123.48,582503000,1,8-May-14,1.3841,9-May-14,"1,287.30",,,2/13/2014,21.940689,22922000
1036,5/26/2015,4.00,32,25,25,0,0,13,30.482306,28594500,15.1547,12050000,170.13,20954000,54.59,2053000,93.195,1742000,18041.54,105117000,5032.751,508687000,2104.2,655121000,1,7-May-14,1.3912,8-May-14,"1,287.40",,,2/12/2014,21.807444,25874100
1040,5/22/2015,7.00,0,93,34,0,0,7,30.804632,20845000,15.7812,15444000,172.22,4354000,55.79,2023000,95.23,1970000,18232.02,137916000,5089.362,464920000,2126.06,546460000,1,1-May-14,1.387,2-May-14,"1,302.60",,,2/6/2014,21.310005,28008400
1041,5/21/2015,6.00,0,13,39,34,0,26,30.896721,21269800,15.359,23422000,173.34,5579000,55.37,3184000,95.25,2277000,18285.74,131673000,5090.794,674336000,2130.82,821580000,1,30-Apr-14,1.3868,1-May-14,"1,283.10",,,2/5/2014,20.892511,32476200
1042,5/20/2015,5.00,65,25,26,0,0,13,30.730951,21359800,15.014,19923000,173.76,6898000,54.6,5456000,94.83,1644000,18285.4,160389000,5071.743,702920000,2125.85,815645000,1,29-Apr-14,1.3812,30-Apr-14,"1,295.60",,,2/4/2014,20.959127,50816300
1043,5/19/2015,4.00,0,13,13,0,0,32,30.528357,21867100,15.1638,13080000,173.48,3925000,55.15,3613000,95.59,3431000,18312.39,110623000,5070.034,808651000,2127.83,957773000,1,28-Apr-14,1.385,29-Apr-14,"1,296.00",,,2/3/2014,21.073519,52868200
1044,5/18/2015,3.00,0,38,13,0,0,6,30.767792,23571300,15.0957,20027000,173.06,3600000,56.9,4587000,97.87,2881000,18298.88,107850000,5078.439,661664000,2129.2,717278000,1,25-Apr-14,1.3833,28-Apr-14,"1,298.90",,,1/31/2014,21.592657,28623300
1047,5/15/2015,7.00,0,27,14,0,0,28,30.38101,17149700,15.2546,13987000,173.26,2626000,56.89,3328000,97.67,2243000,18272.56,93240000,5048.292,723509000,2122.73,784976000,1,22-Apr-14,1.3805,23-Apr-14,"1,284.20",,,1/28/2014,21.90942,32453800
1048,5/14/2015,6.00,0,52,33,0,0,7,30.362593,21098900,15.3,17113000,174.05,2985000,57.43,3949000,98.41,1646000,18252.24,106930000,5050.795,561536000,2121.1,629545000,1,21-Apr-14,1.3792,22-Apr-14,"1,280.60",,,1/27/2014,21.751036,32564900
1049,5/13/2015,5.00,0,38,26,0,0,20,30.058687,20470800,15.1184,22755000,172.28,2994000,56.59,2732000,95.96,1692000,18060.49,79419000,4981.691,604090000,2098.48,630989000,1,18-Apr-14,1.3815,21-Apr-14,"1,288.00",,,1/24/2014,21.830229,34838700
1050,5/12/2015,4.00,33,13,52,0,0,26,29.69953,24530200,14.9459,55749000,170.55,2100000,56.16,2910000,95.96,1520000,18068.23,65555000,4976.189,516235000,2099.12,535635000,1,17-Apr-14,1.3815,17-Apr-14,"1,293.40",,,1/23/2014,22.111795,40241000
1051,5/11/2015,3.00,0,38,26,0,0,13,30.104733,18358600,15.3,9258000,171.12,3072000,56.76,2389000,96.045,1632000,18105.17,87941000,4993.573,468851000,2105.33,451498000,1,16-Apr-14,1.3816,16-Apr-14,"1,303.10",,,1/22/2014,22.270178,48749900
1054,5/8/2015,7.00,0,13,62,36,0,21,30.206036,26926500,15.1683,13529000,172.68,3723000,57.235,4001000,96.53,1518000,18191.11,104258000,5003.549,519512000,2116.1,530950000,1,11-Apr-14,1.3885,11-Apr-14,"1,318.70",,,1/16/2014,23.352449,48960800
1055,5/7/2015,6.00,0,64,39,0,0,13,29.690323,21475300,14.9005,10739000,170.99,2933000,56.43,2312000,94.84,1912000,17924.06,102295000,4945.544,584842000,2088,612042000,1,10-Apr-14,1.3888,10-Apr-14,"1,320.10",,,1/15/2014,23.466837,58277700
1056,5/6/2015,5.00,0,0,52,0,0,20,29.671906,31985400,14.7552,9155000,170.05,2345000,56.29,2123000,94.87,1714000,17841.98,70231000,4919.645,580165000,2080.15,613411000,1,9-Apr-14,1.3855,9-Apr-14,"1,305.50",,,1/14/2014,23.326052,74142900
1057,5/5/2015,4.00,33,25,45,0,33,19,30.058687,29779200,15.0548,9727000,173.08,2494000,57.7,1592000,96.79,1596000,17928.2,74675000,4939.327,435622000,2089.46,448844000,1,8-Apr-14,1.3796,8-Apr-14,"1,308.70",,,1/13/2014,22.437361,40274500
1058,5/4/2015,3.00,0,38,39,34,0,20,30.565191,21397300,15.2773,8334000,173.97,4159000,59.21,2494000,99.505,1227000,18070.4,93531000,5016.929,411421000,2114.49,482801000,1,7-Apr-14,1.3741,7-Apr-14,"1,298.00",,,1/10/2014,22.463755,30588800
1061,5/1/2015,7.00,0,29,37,0,0,37,30.556047,27091200,15.3454,10926000,173.67,3302000,59.63,2656000,99.33,1564000,18024.06,77094000,5005.391,432311000,2108.29,523858000,1,2-Apr-14,1.3767,2-Apr-14,"1,290.50",,,1/7/2014,22.516544,19665100
1062,4/30/2015,6.00,0,66,60,0,0,27,29.760607,22013300,14.9686,6723000,171.29,3318000,58.72,2419000,97.74,1384000,17840.52,74299000,4941.424,464613000,2085.51,535354000,1,1-Apr-14,1.3794,1-Apr-14,"1,279.60",,,1/6/2014,22.402159,28682300
1063,4/29/2015,5.00,0,13,58,0,33,26,30.071466,21819000,15.1275,11747000,174.4,8855000,58.17,4674000,95.83,1668000,18035.53,349642000,5023.644,475015000,2106.85,561021000,1,31-Mar-14,1.3771,31-Mar-14,"1,283.40",,,1/3/2014,22.683729,27796700
1064,4/28/2015,4.00,33,25,51,0,0,13,30.190325,29572800,15.0912,7841000,173.92,2963000,59,2959000,97.9,6097000,18110.14,85343000,5055.422,475015000,2114.76,561021000,1,28-Mar-14,1.3753,28-Mar-14,"1,293.80",,,1/2/2014,22.69253,31833300
1065,4/27/2015,3.00,66,0,19,0,0,51,29.714888,25869600,15.014,8730000,170.73,3214000,57.915,4075000,98.9,2303000,18037.97,87808000,5060.246,431837000,2108.92,549523000,1,27-Mar-14,1.374,27-Mar-14,"1,294.70",,,12/31/2013,22.842106,22808100
1068,4/24/2015,7.00,35,40,41,0,0,34,29.330881,22759900,15.1002,7274000,169.78,2458000,58.34,3891000,99.75,1523000,18080.14,71741000,5092.085,469148000,2117.69,490373000,1,24-Mar-14,1.3839,24-Mar-14,"1,311.20",,,12/26/2013,22.613335,16957000
1069,4/23/2015,6.00,34,13,46,35,0,27,29.577745,23775300,15.1547,7634000,170.24,2901000,58.75,4207000,100.27,1618000,18058.69,82881000,5056.063,465736000,2112.93,487894000,1,21-Mar-14,1.3794,21-Mar-14,"1,336.00",,,12/24/2013,22.375765,12157900
1070,4/22/2015,5.00,0,26,45,0,0,45,29.897751,21144200,15.2137,8035000,165.36,2299000,58.23,2471000,100.31,1690000,18038.27,63656000,5035.171,443334000,2107.96,553889000,1,20-Mar-14,1.3779,20-Mar-14,"1,330.50",,,12/23/2013,22.278975,28120800
1071,4/21/2015,4.00,33,76,52,0,0,20,29.650885,19023800,15.0775,7858000,164.26,2765000,58.41,1432000,99.68,1117000,17949.59,76777000,5014.102,410683000,2097.29,420062000,1,19-Mar-14,1.3833,19-Mar-14,"1,341.40",,,12/20/2013,22.050203,55380100
1072,4/20/2015,3.00,0,25,52,34,0,26,29.925177,20568700,15.1683,10295000,166.16,2404000,59.135,2128000,101.58,1377000,18034.93,69043000,4994.602,428529000,2100.4,450705000,1,18-Mar-14,1.3934,18-Mar-14,"1,359.00",,,12/19/2013,22.120598,31880600
1075,4/17/2015,7.00,34,13,48,0,0,41,29.687458,30593600,14.7688,11266000,160.67,2261000,57.43,1942000,99.44,1988000,17826.3,76689000,4931.814,414570000,2081.18,472663000,1,13-Mar-14,1.3869,13-Mar-14,"1,372.20",,,12/16/2013,21.513468,25061100
1076,4/16/2015,6.00,0,51,52,0,0,26,30.053179,28903200,14.8959,8635000,163.13,2869000,55.96,2902000,97.83,1343000,18105.77,68124000,5007.791,406001000,2104.99,470374000,1,12-Mar-14,1.3904,12-Mar-14,"1,370.30",,,12/13/2013,21.372684,20631200
1077,4/15/2015,5.00,0,26,13,0,0,66,30.016611,61083500,15.0004,6855000,164.13,1824000,56.67,2746000,99.035,1251000,18112.61,62777000,5011.019,413682000,2106.63,437704000,1,11-Mar-14,1.3859,11-Mar-14,"1,346.50",,,12/12/2013,21.531063,21917800
1078,4/14/2015,4.00,33,13,26,34,0,32,28.791439,37497500,14.7643,7225000,162.3,2680000,55.77,3371000,96.16,1361000,18036.7,64821000,4977.287,458548000,2095.84,408860000,1,10-Mar-14,1.3877,10-Mar-14,"1,341.40",,,12/11/2013,21.487068,24682400
1079,4/13/2015,3.00,0,50,26,33,0,26,29.01087,23489000,14.846,6212000,162.38,2911000,55.41,1776000,95.5,1429000,17977.04,81517000,4988.249,448530000,2092.43,414849000,1,7-Mar-14,1.3878,7-Mar-14,"1,338.10",,,12/10/2013,21.839029,18203700
1082,4/10/2015,7.00,0,14,28,0,0,0,29.193739,28084900,14.5781,9717000,162.86,2190000,55.58,1943000,95.89,1358000,18057.65,61694000,4995.978,322087000,2102.06,327403000,1,4-Mar-14,1.3744,4-Mar-14,"1,337.80",,,12/5/2013,21.346287,45399100
1083,4/9/2015,6.00,100,26,39,0,0,13,28.562864,34167600,14.3239,13922000,162.34,3175000,54.69,1478000,94.02,1368000,17958.73,50712000,4974.565,337635000,2091.18,360862000,1,3-Mar-14,1.3735,3-Mar-14,"1,350.10",,,12/4/2013,20.888737,43501500
1084,4/8/2015,5.00,33,0,13,34,0,26,28.626863,18250300,14.3103,10956000,161.85,1726000,53.31,1365000,93.91,1070000,17902.51,57429000,4950.821,344201000,2081.9,321245000,1,28-Feb-14,1.3803,28-Feb-14,"1,321.40",,,12/3/2013,20.721558,35066400
1085,4/7/2015,4.00,0,25,19,0,0,32,28.581152,23258300,14.2649,14399000,162.07,1940000,53.75,1226000,94.11,824196,17875.42,64338000,4910.234,336696000,2076.33,347701000,1,27-Feb-14,1.3709,27-Feb-14,"1,331.60",,,12/2/2013,20.853542,25685300
1086,4/6/2015,3.00,0,27,41,36,0,28,28.380007,21490900,14.451,39516000,162.04,2498000,52.74,1447000,93.19,1017000,17880.85,65168000,4917.317,331315000,2080.62,388759000,1,26-Feb-14,1.3688,26-Feb-14,"1,328.20",,,11/29/2013,20.976727,13802900
1090,4/2/2015,6.00,35,40,56,0,0,28,28.169714,20909600,14.2558,8787000,160.45,2040000,52.45,1505000,93,1109000,17763.24,67246000,4886.937,357973000,2066.96,387731000,1,20-Feb-14,1.3718,20-Feb-14,"1,317.10",,,11/22/2013,21.003122,77908100
1091,4/1/2015,5.00,0,26,20,0,0,55,28.169714,31267000,14.2058,9583000,159.18,2420000,51.79,1444000,92.35,1561000,17698.18,75681000,4880.228,374784000,2059.69,406386000,1,19-Feb-14,1.3733,19-Feb-14,"1,320.60",,,11/21/2013,22.199787,44050600
1092,3/31/2015,4.00,33,77,39,0,0,53,28.590294,32098500,14.1468,11512000,160.5,2816000,52.03,2364000,91.01,1001000,17776.12,109193000,4900.885,398044000,2067.89,437282000,1,18-Feb-14,1.3758,18-Feb-14,"1,324.70",,,11/20/2013,21.610254,20288600
1093,3/30/2015,3.00,33,38,19,0,32,27,28.764013,51391500,14.333,9824000,162.67,1930000,53.08,1952000,92.93,1588000,17976.31,62376000,4947.441,509993000,2086.24,608698000,1,17-Feb-14,1.3708,17-Feb-14,"1,328.50",,,11/19/2013,21.73344,24870200
1096,3/27/2015,7.00,0,8,14,0,0,38,29.257736,72885700,14.2966,4845000,160.4,1859000,52.76,1357000,92.73,1974000,17712.66,62776000,4891.219,374362000,2061.02,381970000,1,12-Feb-14,1.3594,12-Feb-14,"1,295.30",,,11/14/2013,21.460676,20198900
1097,3/26/2015,6.00,0,9,46,0,0,41,27.502272,45450100,14.5327,5976000,160.59,2527000,53.525,1236000,93.64,2506000,17678.23,65574000,4863.362,368416000,2056.15,361088000,1,11-Feb-14,1.3639,11-Feb-14,"1,290.10",,,11/13/2013,21.645451,22990300
1098,3/25/2015,5.00,44,6,0,0,0,40,27.328552,37691000,14.619,5649000,159.2,2782000,53.61,2006000,94.62,1066000,17718.54,82423000,4876.52,369161000,2061.05,406223000,1,10-Feb-14,1.3647,10-Feb-14,"1,274.80",,,11/12/2013,21.495869,37813500
1099,3/24/2015,4.00,30,4,53,0,0,13,28.151426,28471400,15.1229,6448000,163,2709000,55.325,2745000,97.94,1340000,18011.14,80453000,4994.728,440831000,2091.5,464023000,1,7-Feb-14,1.3635,7-Feb-14,"1,263.30",,,11/11/2013,21.267092,19236500
1100,3/23/2015,3.00,0,4,13,0,0,31,28.526293,29532600,15.1865,6112000,164.63,3847000,55.85,3585000,99.64,1647000,18116.04,78609000,5010.974,459229000,2104.42,482465000,1,6-Feb-14,1.359,6-Feb-14,"1,257.60",,,11/8/2013,21.196705,31502900
1103,3/20/2015,7.00,0,8,28,80,0,60,28.626863,64777100,15.1093,6488000,162.88,2126000,56.51,2226000,100.44,1917000,18127.65,76265000,5026.418,470116000,2108.1,514760000,1,3-Feb-14,1.3525,3-Feb-14,"1,260.40",,,11/5/2013,21.143909,22849900
1104,3/19/2015,6.00,0,0,40,76,0,49,28.105711,27414200,14.9096,11872000,159.81,5181000,55.705,2999000,99.3,2318000,17959.03,84856000,4992.379,438621000,2089.27,478744000,1,31-Jan-14,1.3487,31-Jan-14,"1,240.10",,,11/4/2013,21.148308,26639800
1105,3/18/2015,5.00,0,4,27,0,0,72,28.242859,39792500,14.9958,10710000,159.81,4208000,55.3,3415000,97.88,2505000,18076.19,101692000,4982.828,507241000,2099.5,530081000,1,30-Jan-14,1.3556,30-Jan-14,"1,242.20",,,11/1/2013,21.209324,28302100
1106,3/17/2015,4.00,60,7,27,0,0,40,27.968567,29196300,14.7234,9724000,156.96,3946000,53.665,2009000,96.62,2214000,17849.08,77750000,4937.435,577831000,2074.28,636984000,1,29-Jan-14,1.3663,29-Jan-14,"1,262.20",,,10/31/2013,21.331371,30901400
1107,3/16/2015,3.00,0,7,0,0,0,27,28.188002,33074600,14.7007,12213000,157.08,3264000,54.84,1401000,98.2,2607000,17977.42,75986000,4929.508,459685000,2081.19,501324000,1,28-Jan-14,1.3669,28-Jan-14,"1,251.00",,,10/30/2013,21.357523,24091800
1110,3/13/2015,7.00,0,16,28,0,0,65,28.27943,47954700,14.7234,8216000,154.28,3376000,53.76,1050000,97.19,1666000,17749.31,67291000,4871.758,434814000,2053.4,446608000,1,23-Jan-14,1.3695,23-Jan-14,"1,262.60",,,10/25/2013,21.130875,59634700
1111,3/12/2015,6.00,0,15,13,78,0,45,28.160572,107402400,14.8551,7585000,157.98,3613000,54.535,1843000,98.56,971856,17895.22,66391000,4893.291,422724000,2065.95,429045000,1,22-Jan-14,1.3548,22-Jan-14,"1,239.00",,,10/24/2013,20.729876,47590200
1112,3/11/2015,5.00,0,15,13,0,0,49,29.55946,49683600,14.8051,6426000,156.8,3584000,54.36,1356000,97.89,1591000,17635.39,73471000,4849.941,460245000,2040.24,508564000,1,21-Jan-14,1.3561,21-Jan-14,"1,242.30",,,10/23/2013,20.695007,31651100
1113,3/10/2015,4.00,0,7,13,0,0,22,28.983448,49854600,14.8324,8168000,157.81,4853000,54.41,3196000,99.39,1016000,17662.94,78409000,4859.795,451793000,2044.16,500128000,1,20-Jan-14,1.3552,20-Jan-14,"1,255.10",,,10/22/2013,20.982679,29010800
1114,3/9/2015,3.00,0,4,26,78,0,36,29.91604,33058800,14.9595,7301000,160.77,4155000,56.98,3338000,102.58,1277000,17995.72,67599000,4942.438,405784000,2079.43,442677000,1,17-Jan-14,1.3541,17-Jan-14,"1,251.70",,,10/21/2013,21.043701,35297600
1117,3/6/2015,7.00,0,8,28,0,0,47,30.345757,32373100,15.0639,13630000,158.5,8872000,56.9,3668000,102.53,2841000,17856.78,99253000,4927.37,497948000,2071.26,598990000,1,14-Jan-14,1.3679,14-Jan-14,"1,245.20",,,10/16/2013,20.660133,47723400
1118,3/5/2015,6.00,30,15,40,78,0,27,30.839487,21225800,15.4362,19259000,161.18,7816000,58.435,3161000,105.38,3242000,18135.72,111552000,4982.81,509576000,2101.04,570556000,1,13-Jan-14,1.3672,13-Jan-14,"1,250.90",,,10/15/2013,20.3899,42957700
1119,3/4/2015,5.00,29,22,40,0,0,27,31.196064,22765600,15.5225,7718000,159.42,4873000,58.08,2104000,105.36,3518000,18096.9,102404000,4967.142,494522000,2098.53,563271000,1,10-Jan-14,1.367,10-Jan-14,"1,246.70",,,10/14/2013,20.442205,27176700
